# Dec(deg) RA(deg) MueE(photon*m)  NChan   AngErrorEstimate(deg)   MJD
26.370 165.336 1181.141 16 2.190 54717.28861825
21.346 302.280 3359.512 13 1.063 54717.32766731
8.396 169.111 4914.243 29 0.801 54717.34759142
6.041 25.833 11839.081 25 0.621 54717.36024374
22.498 204.437 2107.422 19 0.637 54717.38355641
21.306 212.845 1836.359 14 0.991 54717.41054175
45.220 98.348 775.235 23 0.576 54717.41735903
18.631 61.882 2243.685 18 1.399 54717.47221253
2.041 49.476 1964.805 23 1.872 54717.50275066
8.447 117.479 3600.912 19 0.730 54717.51162381
13.530 197.244 1335.589 14 1.163 54717.53555431
19.572 232.045 2395.332 17 0.721 54717.54740712
45.945 330.315 2275.553 13 1.026 54717.54877154
21.952 256.004 5369.041 42 1.618 54717.58408161
20.215 140.908 1667.389 33 0.546 54717.62006499
9.141 307.043 3052.261 21 2.199 54717.67640277
6.313 184.294 6563.774 42 0.707 54717.69275850
58.570 359.668 1976.684 28 0.447 54717.69392406
14.895 25.540 2329.760 20 0.924 54717.72189023
66.555 299.483 2856.714 21 0.574 54717.80351700
16.472 211.509 1657.051 22 0.468 54717.81526288
14.669 142.314 645.868 14 1.380 54717.86607227
22.042 38.388 4764.952 40 1.771 54717.87398374
35.711 15.190 2364.314 14 0.600 54717.90529658
22.922 268.865 3758.020 37 0.816 54717.90777729
7.782 145.662 8465.060 40 1.089 54717.91077520
32.582 210.330 3197.854 28 1.064 54717.95778648
51.554 113.852 2154.296 14 1.117 54717.96761346
7.351 205.755 2068.524 22 1.035 54717.99867494
48.472 123.488 1409.168 14 2.105 54718.00043321
66.056 293.320 2082.341 11 0.427 54718.03124885
52.762 217.928 3025.954 29 1.545 54718.04356623
54.894 227.654 2276.772 16 0.685 54718.06334582
20.507 241.486 1408.788 17 0.747 54718.08163314
19.106 20.387 10099.017 50 2.022 54718.11876026
25.128 176.118 2522.322 24 1.166 54718.15329074
35.775 311.327 17718.563 20 0.782 54718.19310681
40.612 103.168 1245.371 21 0.987 54718.20326843
17.331 176.881 1913.916 19 1.069 54718.21522108
17.319 146.866 2933.995 19 0.894 54718.22086778
53.827 302.725 1432.092 22 1.023 54718.22427556
21.917 209.554 1747.075 18 0.894 54718.23749154
6.483 14.165 2482.799 39 0.451 54718.31536618
7.849 4.420 2070.375 29 2.569 54718.32054123
7.307 264.254 2180.399 15 2.332 54718.36239071
4.128 327.393 1609.330 17 1.962 54718.36603610
31.777 71.634 4202.278 30 0.652 54718.39077334
41.067 234.157 2305.075 16 2.308 54718.42991036
12.640 239.576 2714.875 33 0.414 54718.45009508
61.757 218.350 1411.951 21 0.767 54718.46936237
51.862 72.915 1845.642 16 1.304 54718.48368014
5.930 52.428 5573.723 25 0.817 54718.49144634
28.312 166.462 21678.485 19 1.381 54718.50833147
4.764 183.685 1929.262 17 0.814 54718.56299979
58.789 115.895 4768.290 50 0.309 54718.56719448
0.966 98.855 1923.537 22 0.902 54718.58829878
69.587 140.423 1137.734 17 2.518 54718.60108851
12.012 323.193 4578.993 38 0.560 54718.61695897
67.761 133.411 1671.966 20 1.768 54718.63551558
19.273 343.474 1576.113 35 1.090 54718.67006047
33.892 100.927 1766.963 14 0.578 54718.67048698
50.730 199.147 2689.771 17 2.218 54718.68361659
16.603 40.141 3026.360 28 2.070 54718.72852376
73.734 282.149 1184.739 22 0.692 54718.78419905
7.978 154.076 4864.364 14 0.630 54718.80827134
3.100 337.377 1946.753 19 1.157 54718.81002108
37.604 139.811 1711.740 12 0.842 54718.83787713
11.105 34.664 2460.445 23 0.752 54718.84149535
17.873 248.746 1497.840 26 1.227 54718.90293798
17.552 22.768 1895.892 14 0.998 54718.90341596
7.861 64.723 1063.742 19 1.526 54718.91551716
51.105 56.938 2547.650 21 0.687 54718.91946504
20.710 192.458 3096.093 15 1.694 54718.94922006
5.895 190.310 1341.076 18 1.232 54718.95033219
1.270 228.440 1908.003 16 1.334 54719.01305761
44.144 245.928 5880.232 17 2.696 54719.01995216
12.342 216.895 3854.834 30 2.803 54719.02171227
2.736 38.618 2651.145 17 0.896 54719.07440609
55.359 160.591 4367.549 19 1.612 54719.09084952
32.625 255.270 3696.866 34 1.734 54719.10788708
9.168 62.801 8335.392 40 1.440 54719.17334051
28.458 146.434 1583.125 24 1.982 54719.18988872
5.300 200.942 1890.874 24 1.782 54719.23346407
46.151 340.263 2455.616 14 0.721 54719.24960870
11.676 40.076 3807.946 25 1.145 54719.30514718
25.016 73.549 6779.609 52 0.557 54719.32766934
6.436 260.795 6364.478 31 2.893 54719.33144815
13.438 128.728 3825.132 24 1.752 54719.36234609
24.663 47.026 3814.926 27 0.645 54719.38004376
4.345 198.555 1577.368 27 0.818 54719.38127344
48.392 183.556 1422.966 12 1.278 54719.40537948
22.277 249.592 2187.556 15 0.879 54719.48784237
2.049 274.376 1490.422 17 1.001 54719.49226053
40.083 160.039 5568.427 23 1.446 54719.50179809
15.159 24.233 1608.719 16 2.218 54719.51476768
31.665 137.198 1512.983 23 2.443 54719.55601164
67.305 285.129 3492.120 12 0.859 54719.56205583
17.864 216.324 11801.336 21 1.816 54719.57306233
12.428 261.120 9049.787 44 0.479 54719.59653845
45.962 279.641 1433.914 21 1.736 54719.65161482
4.760 81.920 980.857 17 1.364 54719.66514766
5.899 22.916 994.035 17 1.345 54719.73743608
11.593 125.805 3171.897 27 1.319 54719.76183439
72.813 14.986 1033.319 24 2.937 54719.82206663
12.201 210.265 1300.871 25 0.821 54719.85761907
18.265 343.603 1135.257 15 1.662 54719.91707910
21.483 305.336 4079.828 19 0.446 54719.98217503
51.518 310.941 1015.590 27 0.479 54720.00201746
38.692 146.215 2083.861 24 0.540 54720.04832559
10.846 106.750 3764.707 29 2.723 54720.12859777
0.331 90.527 2893.590 24 0.808 54720.14496147
65.962 204.552 2283.472 28 1.618 54720.14847163
10.156 150.033 1519.399 26 0.848 54720.20209158
55.020 31.485 3078.343 18 2.855 54720.21131430
56.671 25.905 1283.340 17 0.523 54720.23211606
51.366 296.012 4939.481 23 2.254 54720.32392448
9.538 344.400 2667.804 24 1.411 54720.34337185
45.422 86.831 1035.886 16 1.040 54720.39029537
0.418 232.903 2024.935 19 0.849 54720.42700007
52.068 233.105 2842.053 23 1.119 54720.42799885
37.201 76.929 1678.292 37 0.613 54720.43726781
51.830 295.549 1847.045 23 0.795 54720.54617033
9.205 67.000 3904.610 20 1.847 54720.57956036
56.854 290.008 4843.477 37 0.794 54720.58543427
7.311 359.660 7754.411 57 0.825 54720.65012800
54.785 358.890 1824.621 17 0.897 54720.65903275
18.352 201.067 1458.830 20 0.694 54720.66751689
31.521 318.543 1712.173 20 0.933 54720.70604131
34.054 250.436 1972.917 16 0.873 54720.75789685
29.049 359.945 1420.376 20 0.822 54720.76058546
32.036 219.517 2016.397 17 1.642 54720.78169442
5.190 134.481 5887.944 33 1.241 54720.86574775
0.520 241.854 2063.565 25 0.505 54720.89782800
27.284 217.545 2370.669 20 1.085 54720.91776714
5.102 13.116 4057.980 22 1.518 54720.98046219
19.751 34.194 2134.752 22 1.362 54721.01323422
67.923 127.912 2517.536 22 1.880 54721.04054653
46.198 91.533 1806.263 15 1.371 54721.15356674
33.292 124.769 1917.842 25 1.047 54721.15357664
46.809 199.517 8748.828 43 0.525 54721.21848050
16.333 202.307 2983.245 17 2.756 54721.23411819
9.734 310.386 5372.008 25 1.146 54721.30546556
10.294 128.745 3422.546 19 1.076 54721.30790366
57.785 178.490 4717.222 12 0.854 54721.32102512
10.717 205.858 1441.810 16 0.458 54721.32621040
14.704 256.836 2136.989 23 1.246 54721.37288716
63.246 224.404 1773.030 20 1.578 54721.38789524
25.961 212.573 3704.752 43 0.681 54721.39411408
78.329 118.664 1887.908 38 1.169 54721.39545612
0.442 122.323 2479.022 17 1.155 54721.41694699
7.311 149.404 15934.454 53 0.719 54721.43034926
44.871 9.632 944.121 15 1.193 54721.48533404
79.889 281.442 4524.332 55 1.063 54721.49137845
79.485 172.521 3722.917 34 1.390 54721.50166526
0.998 354.325 1823.701 14 0.494 54721.53355403
0.274 135.732 7867.363 60 0.479 54721.65108114
31.401 207.746 3145.386 27 1.707 54721.66117393
14.983 318.136 1410.397 15 1.089 54721.66505277
23.282 142.032 1848.284 15 0.979 54721.67939538
8.467 352.638 2120.886 32 2.623 54721.73183785
6.754 210.497 1085.348 16 1.032 54721.73276299
1.658 160.006 5995.436 24 1.605 54721.73930132
6.211 277.486 4995.908 20 2.351 54721.80847601
29.251 66.858 6332.053 17 0.714 54721.82302876
4.247 226.678 4335.939 15 0.519 54721.82987955
43.439 71.420 792.151 22 1.459 54721.83124331
4.001 51.354 3680.267 34 0.622 54721.86601686
1.021 249.699 1727.103 32 0.518 54721.89537281
30.422 269.868 1963.668 23 1.650 54721.89883478
40.774 60.381 1390.087 24 0.772 54721.90502125
22.996 49.779 1427.579 26 1.112 54721.91628035
27.090 238.398 1719.476 18 0.818 54721.93355586
54.096 148.368 818.693 22 0.936 54721.93795542
75.678 110.198 7665.930 77 0.439 54721.95272936
4.313 34.521 9496.573 17 0.632 54721.96008979
19.487 293.685 1277.034 16 0.625 54721.98041469
10.079 348.965 5966.321 15 1.043 54721.98234245
8.809 49.219 5427.867 21 2.503 54722.00907692
19.255 321.399 1126.737 15 0.647 54722.07452108
9.917 255.851 3233.253 16 1.023 54722.10770282
43.738 58.553 2971.054 17 0.929 54722.11410491
26.427 119.999 1454.501 28 1.328 54722.14307577
35.831 327.140 2805.622 20 1.732 54722.14458280
48.780 119.968 1530.800 24 0.554 54722.17914096
68.350 8.814 1087.262 19 0.738 54722.18936809
1.688 340.936 2588.709 19 1.094 54722.19214100
74.362 21.620 1801.589 22 1.331 54722.25153940
18.303 223.084 4597.668 19 1.510 54722.26690802
7.581 205.749 34421.754 21 0.748 54722.28403713
41.776 116.507 8721.032 29 0.673 54722.29556551
49.771 284.265 4010.041 21 0.565 54722.30770402
42.059 287.117 8639.152 63 2.210 54722.31501228
78.507 210.178 2106.764 26 1.690 54722.32883243
4.792 217.362 2341.317 19 0.932 54722.35201326
53.001 359.509 1537.360 18 0.775 54722.35513506
43.797 111.538 3934.787 48 1.101 54722.39041270
66.144 136.090 1366.923 20 1.405 54722.45631454
36.224 86.278 2802.501 43 0.336 54722.45825761
44.623 77.129 1306.344 19 0.884 54722.49564384
28.665 296.867 9107.630 24 0.859 54722.50911213
3.101 295.702 1918.145 25 0.812 54722.51088349
61.444 62.522 1423.067 20 1.418 54722.61383484
55.645 328.525 1651.471 19 0.612 54722.63817524
13.012 15.452 7121.038 33 0.984 54722.63891007
29.599 58.403 3281.865 30 1.079 54722.68777022
5.057 247.578 30956.978 34 0.822 54722.68926039
15.794 85.313 1925.928 17 0.815 54722.69493972
28.624 288.189 1479.898 13 0.644 54722.72130112
1.330 177.179 4560.160 50 0.445 54722.76865305
10.854 22.271 5442.450 40 0.978 54722.81001447
7.791 31.744 1268.703 17 0.797 54722.83167910
53.274 213.702 1370.958 14 1.776 54722.88617216
16.708 267.596 2659.852 17 2.811 54722.89937305
48.384 92.178 2167.638 15 2.596 54722.90100075
8.920 306.860 2928.450 23 1.991 54722.90471603
55.937 53.637 1926.593 23 0.594 54722.95721319
6.530 136.063 6635.213 37 1.010 54722.96149291
6.483 156.379 8424.003 40 0.591 54722.97248170
3.703 259.465 2201.061 28 0.946 54723.00054086
7.882 291.770 2029.121 17 0.763 54723.00164324
31.740 219.896 2228.455 16 2.050 54723.02095978
45.024 334.490 1051.822 20 0.813 54723.09969700
33.842 264.631 1559.161 22 1.615 54723.10150162
30.175 359.916 2172.320 13 0.754 54723.12164017
50.526 123.321 1808.513 12 1.533 54723.13162368
0.371 200.864 4866.626 23 1.637 54723.17082092
2.490 147.720 4163.353 38 0.389 54723.20482500
26.832 123.531 17758.496 44 1.745 54723.25041392
0.524 171.499 4967.960 28 0.517 54723.25113088
4.602 34.060 1201.686 21 0.589 54723.26438202
41.144 70.427 5770.315 41 0.584 54723.27206335
47.673 64.880 1405.903 14 0.774 54723.30725184
4.087 110.846 2970.617 24 1.673 54723.31701624
14.378 201.727 5636.293 34 1.487 54723.33731175
8.885 355.919 2203.620 30 0.811 54723.33925158
2.701 245.808 3688.981 46 0.501 54723.34735233
47.878 257.972 1743.601 25 1.249 54723.36250209
66.914 143.534 2273.365 19 0.890 54723.51156942
6.938 62.916 1805.353 22 1.174 54723.51366089
55.697 239.563 2282.326 16 2.125 54723.54382898
32.847 195.639 5587.485 28 0.455 54723.54441793
5.437 95.827 8605.387 29 1.042 54723.54463848
28.982 305.289 1722.745 18 1.147 54723.58862503
31.481 96.566 1781.142 13 0.899 54723.60526808
49.183 231.952 1313.076 15 0.615 54723.69866767
8.925 192.193 2424.494 23 1.174 54723.71427151
48.078 350.613 1253.379 13 0.919 54723.71586010
1.261 125.022 5169.965 24 1.621 54723.72463507
41.380 2.838 10174.075 48 0.330 54723.73034996
6.820 339.434 3619.509 44 0.295 54723.73363542
38.315 108.772 2927.568 22 1.442 54723.73614754
4.095 215.440 1147.912 21 0.810 54723.77078185
47.421 329.940 1536.967 16 1.748 54723.78154143
19.633 218.417 1769.078 18 0.548 54723.78936767
0.713 209.166 1868.029 18 0.862 54723.79355592
35.700 33.216 5323.125 55 0.573 54723.80711176
10.941 120.698 4153.175 17 2.010 54723.85765815
21.173 34.594 2012.138 23 0.404 54723.88736202
44.096 95.711 1867.131 34 1.015 54723.93100863
12.334 323.191 2616.045 17 1.543 54723.93511624
59.510 241.877 2587.274 11 1.317 54723.96608513
31.124 97.165 2214.700 26 0.619 54723.97240900
1.452 104.665 2621.479 22 1.305 54723.97429413
20.501 302.511 6881.058 22 1.475 54724.03502475
82.523 215.973 1051.341 21 0.987 54724.03935094
17.243 117.610 3120.359 31 0.569 54724.05587058
24.573 204.244 1060.573 18 1.454 54724.12796792
37.405 138.725 2374.253 32 0.377 54724.16631653
0.756 151.475 1155.291 24 2.495 54724.22629399
46.878 35.870 2204.107 14 0.745 54724.23922428
76.258 245.015 1866.307 34 0.862 54724.25531120
33.321 191.639 2596.320 17 0.695 54724.26849670
63.352 117.722 836.595 15 0.706 54724.34498831
22.756 251.132 3058.169 28 2.712 54724.37790541
66.791 150.749 2015.350 13 0.731 54724.38261914
6.685 286.992 2561.871 38 1.276 54724.47188454
23.680 220.241 3024.208 15 0.753 54724.47515202
18.826 2.477 2900.781 19 1.209 54724.47927348
2.875 291.701 4049.840 24 0.766 54724.53127853
6.686 352.009 2905.995 23 0.483 54724.54338574
38.474 84.314 1646.883 12 1.327 54724.54720844
0.740 290.779 2053.873 17 0.591 54724.55107825
3.636 337.191 3302.646 48 1.833 54724.56499816
16.835 120.100 2193.376 32 0.594 54724.57959733
66.462 247.827 2850.793 18 0.942 54724.62248274
62.429 349.544 824.732 17 0.991 54724.69318885
63.597 29.623 1843.954 11 0.735 54724.70634381
36.857 200.209 2236.445 21 0.485 54724.72793576
0.094 175.815 3031.500 29 0.666 54724.73188832
28.207 276.716 1998.967 16 0.794 54724.73593165
21.245 2.135 5317.450 27 1.324 54724.75048299
25.699 240.902 5740.004 56 0.368 54724.85975277
1.586 273.942 2602.678 29 0.625 54724.91522265
7.239 64.139 886.486 19 2.388 54724.94344355
39.409 194.760 7333.222 64 1.256 54724.95598284
44.272 191.707 6231.150 51 1.019 54724.96017403
68.022 83.847 1392.076 22 0.585 54724.97428076
31.377 241.195 3969.452 23 0.624 54725.04961101
16.823 192.927 3902.995 29 2.092 54725.07760006
0.642 129.456 1644.308 18 0.846 54725.07960298
41.358 299.486 1378.147 14 2.912 54725.11693954
46.787 184.069 2205.435 22 0.955 54725.13134419
11.498 256.502 2172.911 18 2.521 54725.14902894
62.143 8.171 1194.695 13 1.490 54725.16799271
7.579 36.061 3078.288 21 1.885 54725.19151763
29.280 143.401 1883.589 14 1.191 54725.19955025
28.323 281.917 2037.048 21 1.072 54725.22523534
17.019 58.662 6807.018 39 0.974 54725.23272046
48.159 276.516 2395.165 16 0.605 54725.30552810
5.680 190.246 1605.874 17 1.847 54725.33486399
21.285 48.054 1409.954 19 0.903 54725.36031772
17.167 8.978 5811.708 34 1.573 54725.40553523
51.748 92.999 1735.586 16 0.755 54725.42842873
42.177 317.461 1920.591 29 1.240 54725.44588613
61.871 315.315 4387.851 27 1.630 54725.44780015
15.628 266.166 11124.701 23 0.699 54725.44949482
3.678 324.764 5328.057 38 1.012 54725.50501502
12.689 357.573 8122.212 22 0.632 54725.51235431
42.740 175.660 5294.445 30 2.128 54725.58503172
18.116 215.790 2169.468 15 0.987 54725.59610440
5.147 75.715 1618.621 15 0.674 54725.60012291
57.822 353.780 839.421 15 0.684 54725.60374173
8.328 41.244 4202.977 33 1.034 54725.62791059
15.182 20.502 1947.942 22 1.256 54725.63851284
44.359 326.454 1304.318 19 1.583 54725.67571863
60.022 344.736 3122.446 25 0.866 54725.69666940
55.036 304.913 6983.564 16 1.710 54725.70214619
6.160 144.183 38150.827 114 0.457 54725.70703029
27.030 126.708 940.719 14 1.489 54725.71586978
0.795 101.141 19953.512 44 1.590 54725.74344861
6.520 218.385 1241.400 22 0.527 54725.75600214
34.938 51.969 1165.216 16 0.622 54725.85539554
30.058 131.775 23339.076 62 1.057 54725.85599950
5.617 164.783 7087.308 30 2.671 54725.86678360
4.157 74.363 1848.174 23 0.763 54725.88586631
80.014 167.926 18048.835 25 0.972 54725.91898881
65.989 50.061 3281.734 41 0.743 54725.95141021
44.114 92.905 2538.786 21 1.071 54725.96247564
33.026 98.821 1881.290 20 0.986 54726.10282408
12.449 311.666 2702.748 22 1.045 54726.11517113
3.076 178.035 4492.963 21 0.947 54726.16112626
45.740 110.408 1174.600 23 0.995 54726.16248875
13.555 289.333 2224.508 21 1.747 54726.21226659
66.895 33.123 2678.797 56 0.495 54726.26728872
60.839 353.465 995.384 19 0.651 54726.27264905
21.131 192.653 1503.302 24 1.197 54726.29093021
10.901 188.591 2207.988 14 1.607 54726.29333677
19.673 200.665 2385.887 23 0.850 54726.30079888
22.701 10.457 1183.324 24 0.582 54726.31425478
47.923 20.457 6131.027 46 1.896 54726.33324498
17.357 250.861 2554.644 22 0.785 54726.33879372
21.844 48.872 2845.667 39 0.886 54726.35038778
48.515 219.450 1648.576 22 0.596 54726.40734149
2.444 296.671 2819.606 31 0.858 54726.42467523
20.351 290.627 1453.493 23 0.880 54726.43041902
42.244 204.067 2502.951 24 1.232 54726.44569773
37.982 247.424 2646.275 15 1.001 54726.45603741
12.451 45.744 16095.785 33 1.213 54726.51155159
13.653 253.853 1139.648 16 0.989 54726.51717675
37.424 146.445 1500.671 13 1.338 54726.53383256
5.748 51.624 2277.047 22 0.901 54726.58526105
18.218 279.956 8563.814 19 2.605 54726.64967806
9.355 158.997 1373.788 20 0.621 54726.65765050
8.914 80.221 1648.397 16 1.008 54726.66575848
23.078 332.322 9067.919 23 0.428 54726.68235759
40.471 71.511 1582.857 16 1.036 54726.72169968
29.688 338.704 4914.456 31 0.535 54726.72474298
38.945 255.742 2231.995 12 1.704 54726.74086290
39.513 80.514 3143.205 17 1.397 54726.74787906
33.938 250.514 1694.095 17 0.760 54726.76149055
58.458 229.791 4659.978 40 1.012 54726.82069221
54.670 71.826 1610.408 24 0.725 54726.83809794
29.442 48.132 6456.383 46 1.205 54726.86484546
24.259 105.587 4877.308 21 1.169 54726.92007287
8.630 244.447 4899.257 46 2.993 54726.96427539
29.727 168.125 10307.346 72 2.087 54726.97213959
33.952 67.034 1291.492 20 1.168 54726.98416561
38.413 69.098 1945.652 16 0.600 54726.98641997
54.241 325.138 1418.650 13 0.685 54727.02659665
6.582 244.266 1935.982 18 1.537 54727.02915510
22.575 311.705 18121.886 19 0.996 54727.03962568
6.229 262.728 6084.780 37 0.829 54727.06738671
26.252 167.062 1523.951 21 1.778 54727.07090409
31.670 41.958 2570.020 15 1.520 54727.07741810
54.747 57.755 3895.396 24 2.471 54727.07784400
3.968 44.740 3876.513 25 1.632 54727.08733599
13.388 284.443 2510.650 19 0.685 54727.24054978
59.331 335.786 1428.688 20 0.612 54727.26494642
2.864 32.623 7374.707 20 1.621 54727.30293188
35.792 156.430 2908.260 21 2.128 54727.32312852
66.755 25.662 891.547 12 0.663 54727.35265674
4.557 106.577 7855.537 34 0.724 54727.38436249
57.046 49.421 973.229 20 0.679 54727.38556112
40.039 236.813 1947.167 20 0.772 54727.39890819
45.537 241.365 9028.709 36 1.079 54727.41263799
49.059 89.671 1669.796 26 0.716 54727.45269267
50.789 314.874 2602.558 26 0.778 54727.46669207
4.529 103.062 1888.535 21 0.598 54727.47148159
48.575 190.833 2377.454 22 2.750 54727.49153480
17.666 210.064 3010.935 21 1.051 54727.51204503
11.599 7.426 2248.866 17 0.691 54727.55915258
2.510 227.192 4039.227 28 0.414 54727.57679584
69.928 33.943 21583.956 60 1.239 54727.58675138
47.909 205.884 1770.678 14 2.036 54727.58820058
26.656 11.965 1252.577 13 2.745 54727.63287852
26.429 189.034 1506.091 19 0.763 54727.64943131
12.080 114.250 5698.174 36 1.449 54727.66564870
58.851 105.146 3204.586 44 2.272 54727.67077224
26.276 226.021 1866.552 16 1.200 54727.67168660
5.735 12.813 2059.341 22 0.506 54727.67928794
12.798 243.206 1805.093 26 0.905 54727.77291634
76.380 229.341 1436.225 19 1.326 54727.82746932
6.600 240.239 1744.816 14 0.896 54727.91389196
7.237 66.840 2139.783 15 2.726 54727.94526489
27.073 179.755 3032.165 12 0.469 54727.94700878
66.288 144.778 1980.374 18 1.037 54728.03740627
6.661 110.599 2974.230 23 1.352 54728.03746622
24.972 68.518 2011.891 24 0.658 54728.05973322
52.570 132.452 3160.406 40 1.451 54728.16767594
16.504 314.321 2221.529 25 1.184 54728.18041801
0.234 348.314 1159.534 20 1.167 54728.24061622
44.451 335.298 3821.586 29 1.189 54728.27535498
6.731 144.932 2476.048 25 1.173 54728.27740148
18.238 141.616 6009.564 42 1.997 54728.29968864
28.679 344.973 1439.883 18 1.684 54728.30230256
18.318 208.194 1219.486 16 2.419 54728.37104608
61.031 26.803 881.480 17 0.940 54728.47605400
1.393 249.741 2127.805 13 1.162 54728.56186188
30.140 263.296 2040.666 20 0.686 54728.56924874
7.932 133.943 5165.662 72 0.522 54728.58816021
0.587 351.452 2011.306 18 0.917 54728.59191931
29.487 356.227 2343.881 19 0.752 54728.60776521
6.907 276.435 2304.347 19 1.886 54728.60865392
77.012 59.095 6262.280 51 0.978 54728.65558656
11.560 206.403 1495.031 19 1.801 54728.70195683
53.035 75.671 1341.232 28 1.281 54728.70221546
0.426 180.444 4152.954 22 0.408 54728.70503950
43.837 346.421 1055.178 17 0.776 54728.71886126
13.250 286.336 4276.806 23 0.714 54728.74970142
51.008 233.092 1623.241 16 1.622 54728.77290139
19.902 217.875 1762.710 15 0.889 54728.80465774
6.914 31.145 1101.070 16 0.886 54728.80996608
58.614 220.849 6864.763 46 0.477 54728.81672631
3.927 86.961 2125.749 15 1.480 54728.83970595
39.531 177.679 2463.940 36 1.211 54728.84216899
38.429 84.096 1709.745 14 1.326 54728.85371049
62.496 331.203 956.781 14 1.064 54728.86772317
40.517 170.066 2143.242 25 1.020 54728.91498084
3.640 276.345 3106.952 36 1.011 54728.93671395
28.516 52.264 3383.237 21 0.710 54728.94243351
65.346 135.841 1648.797 22 1.299 54728.94791710
18.878 317.033 1562.958 20 0.833 54728.99262012
69.432 309.369 1905.273 14 1.359 54729.01673176
59.827 263.647 1084.046 20 1.128 54729.04214921
9.191 290.626 1196.354 20 0.682 54729.04539410
7.642 223.411 1253.432 15 2.014 54729.05457546
73.679 192.773 2269.432 28 0.431 54729.05883409
57.375 323.569 1737.068 21 1.216 54729.07211339
41.498 18.408 2525.713 19 1.184 54729.14109459
2.149 140.608 8611.055 27 0.874 54729.15437218
12.644 331.901 1418.313 12 0.939 54729.16141275
51.368 255.317 1266.721 21 1.254 54729.19113033
0.607 15.733 6310.879 29 0.588 54729.19125081
66.945 124.429 3052.328 30 1.125 54729.25670750
7.693 23.646 2751.960 26 0.489 54729.33567619
18.368 31.140 16437.659 75 0.967 54729.33627239
43.714 232.358 2858.759 24 1.412 54729.34836840
14.999 211.556 12901.310 99 1.395 54729.36666030
18.543 66.068 2688.184 20 1.156 54729.37254889
25.462 282.116 2848.547 22 0.833 54729.39616044
24.503 101.383 1554.391 20 0.972 54729.42113153
6.759 73.732 1953.824 18 0.893 54729.42268770
13.050 164.080 2644.683 14 1.600 54729.42544862
33.689 260.301 1001.673 22 0.928 54729.44318973
28.811 88.927 1256.759 22 1.430 54729.45575261
32.908 262.620 2543.478 27 0.648 54729.49954392
25.004 290.498 975.374 14 0.877 54729.52181652
66.902 85.654 4397.990 19 0.603 54729.58332109
3.033 347.021 2332.972 22 1.077 54729.64586170
55.206 20.695 975.170 16 1.247 54729.69918916
21.596 225.093 1980.960 14 2.618 54729.72026626
3.157 359.246 5658.774 28 2.014 54729.79670204
2.568 312.111 1965.832 15 1.478 54729.80555262
43.390 15.273 816.088 20 0.713 54729.81201605
49.743 40.522 3328.003 53 0.524 54729.82126601
30.559 182.087 973.500 15 1.999 54729.82198916
61.191 232.356 2795.910 25 0.515 54729.86666962
39.459 297.377 1397.877 14 1.391 54729.88564615
35.069 273.670 9921.141 23 1.002 54729.92276075
3.497 152.711 1736.993 32 1.417 54730.05052669
24.504 208.042 1430.262 19 1.433 54730.06155687
50.391 168.585 4023.804 56 0.609 54730.09935848
25.233 275.685 6298.392 50 0.911 54730.10599766
6.041 75.392 2849.762 20 1.761 54730.12587423
45.673 162.804 3033.351 17 0.865 54730.17774687
10.800 149.852 8030.310 39 0.765 54730.20149444
48.364 171.117 2106.720 15 1.283 54730.22404668
35.280 147.075 1548.024 15 0.621 54730.23926677
11.732 236.117 1391.399 21 1.661 54730.24936879
22.214 184.147 1440.206 20 2.291 54730.26021288
21.056 299.813 3207.309 16 0.815 54730.27614095
6.775 329.252 7655.941 29 0.954 54730.35583832
4.955 224.441 5097.206 58 0.423 54730.38277395
24.000 227.496 1552.870 18 1.278 54730.39515698
25.136 97.981 4113.820 32 0.503 54730.45061463
30.396 332.547 1976.526 15 1.015 54730.45239242
61.280 264.503 2202.373 12 0.641 54730.48398087
28.692 106.159 1860.205 17 2.329 54730.49918594
30.538 218.121 3840.473 30 2.792 54730.50606139
26.247 90.645 8934.627 38 1.228 54730.55342819
1.515 137.484 9088.627 29 1.036 54730.59396861
33.222 309.881 5193.818 25 1.959 54730.59515763
18.049 257.813 2725.785 19 1.074 54730.59627991
76.680 350.377 2196.456 27 0.489 54730.60662586
12.657 339.975 1222.729 14 1.025 54730.60783092
22.633 323.811 1931.359 20 0.880 54730.61111975
45.886 64.670 2406.250 22 2.398 54730.63951973
1.530 127.909 5470.992 19 0.586 54730.69035593
35.589 351.225 2896.009 23 0.584 54730.74640435
1.407 334.588 8874.100 24 0.540 54730.78085745
18.755 168.537 9086.570 36 0.529 54730.83180372
46.926 61.087 3997.280 33 1.081 54730.88760421
61.226 96.276 1238.315 20 0.888 54730.88761024
51.864 210.618 1505.858 22 1.146 54730.90371065
46.561 46.161 61724.514 34 1.839 54730.93311989
18.785 59.255 3295.810 24 1.372 54730.97805248
13.519 74.441 3299.791 24 2.615 54731.05792917
55.231 261.400 1188.094 13 0.927 54731.05839138
4.905 327.303 5835.085 30 1.654 54731.09355959
13.295 157.823 5095.240 26 1.331 54731.14280637
11.640 262.271 3192.840 26 1.836 54731.14693788
2.661 36.506 1726.751 20 0.595 54731.23885624
35.199 225.912 7861.908 15 0.906 54731.24314576
51.980 344.431 2132.647 18 1.692 54731.25027709
47.202 183.381 1709.311 23 0.947 54731.28328945
64.348 148.614 2855.331 46 1.545 54731.33106421
23.206 40.776 983.882 18 0.788 54731.38046324
